SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-Jun-2020","Sweet Treats","Caramax 2.64oz",824.67,693
"01-Jun-2020","Sweet Treats","Hoots 2.47oz",290.97,183
"01-Jun-2020","Sweet Treats","Hoots 9.87oz",3606.87,753
"01-Jun-2020","Sweet Treats","Bitterbutter 15.51oz",1625.64,276
"01-Jun-2020","Sweet Treats","Elysian Fudge 7.05oz",3566.27,503
"01-Jun-2020","Sweet Treats","Cheeky Caramels 31.72oz",9112.74,546
"01-Jun-2020","Sweet Treats","Cheeky Caramels 12.69oz",1020.49,131
"01-Jun-2020","Sweet Treats","Boho 7.05oz",2239.24,356
"01-Jun-2020","Sweet Treats","Meltos 7.05oz",2417.53,457
"01-Jun-2020","Sweet Treats","Zoots 12.69oz",1085.28,272
"01-Jun-2020","Sweet Treats","Caramax 10.57oz",384.13,107
"01-Jun-2020","Sweet Treats","Magma 6.17oz",1815.45,455
"01-Jun-2020","Sweet Treats","Obelisk 22.03oz",4385.13,467
"01-Jun-2020","Sweet Treats","Boho 2.82oz",182.39,61
"01-Jun-2020","Sweet Treats","Sweetsverse 2.82oz",1036.41,579
"01-Jun-2020","Sweet Treats","Boho 28.19oz",9802.33,467
"01-Jun-2020","Sweet Treats","Obelisk 35.24oz",2401.22,178
"01-Jun-2020","Sweet Treats","Pippops 22.91oz",1211.96,164
"01-Jun-2020","Sweet Treats","Unicorn 4.23oz",961.61,569
"01-Jun-2020","Sweet Treats","Zigzags 1.41oz",411.18,462
"01-Jun-2020","Sweet Treats","Huckles 5.29oz",1460.73,667
"01-Jun-2020","Sweet Treats","Sailor Joe 4.23oz",508.08,232
"01-Jun-2020","Sweet Treats","Unicorn 16.92oz",2290.57,433
"01-Jun-2020","Sweet Treats","Flair 17.62oz",4110.78,262
"01-Jun-2020","Sweet Treats","Unicorn 6.77oz",313.09,131
"01-Jun-2020","Sweet Treats","Daydream 2.82oz",233.24,196
"01-Jun-2020","Sweet Treats","Pippops 2.29oz",201.96,204
"01-Jun-2020","Sweet Treats","Cheeky Caramels 3.17oz",991.02,398
"01-Jun-2020","Sweet Treats","Sweetsverse 28.19oz",827.40,60
"01-Jun-2020","Sweet Treats","Sweetlings 2.82oz",1316.75,575
"01-Jun-2020","Sweet Treats","Googlies 4.83oz",365.33,307
"01-Jun-2020","Sweet Treats","Creamies 2.64oz",1380.73,817
"01-Jun-2020","Sweet Treats","Gnaw 16.92oz",2457.54,666
"01-Jun-2020","Sweet Treats","Rokkolate 4.23oz",152.64,96
"01-Jun-2020","Sweet Treats","Paramels 13.39oz",10216.83,897
"01-Jun-2020","Sweet Treats","Forage Bar 5.71oz",900.09,411
"01-Jun-2020","Sweet Treats","Bitterbutter 9.69oz",542.64,136
"01-Jun-2020","Sweet Treats","Hoots 6.17oz",2332.32,688
"01-Jun-2020","Sweet Treats","Sailor Joe 10.57oz",3061.14,626
"01-Jun-2020","Sweet Treats","Yumyums 9.16oz",290.97,53
"01-Jun-2020","Sweet Treats","Rumbuns 9.87oz",4261.13,547
"01-Jun-2020","Sweet Treats","Googlies 19.38oz",1460.34,366
"01-Jun-2020","Sweet Treats","Banonza 6.59oz",2862.28,652
"01-Jun-2020","Sweet Treats","Forage Bar 2.29oz",525.69,531
"01-Jun-2020","Sweet Treats","Cerealice 1.41oz",233.73,147
"01-Jun-2020","Sweet Treats","Petals 3.07oz",535.35,215
"01-Jun-2020","Sweet Treats","Sailor Joe 42.29oz",7560.73,467
"01-Jun-2020","Sweet Treats","Bravo 1.76oz",527.85,765
"01-Jun-2020","Sweet Treats","Sailor Joe 16.92oz",3204.68,452
"01-Jun-2020","Sweet Treats","Schnoogles 14.10oz",4846.26,354
"01-Jun-2020","Sweet Treats","Minotaur 3.35oz",1388.07,873
"01-Jun-2020","Sweet Treats","Banananice 1.76oz",54.74,46
"01-Jun-2020","Sweet Treats","Banonza 2.64oz",315.59,151
"01-Jun-2020","Sweet Treats","Flair 28.19oz",18955.38,862
"01-Jun-2020","Sweet Treats","Yumyums 2.29oz",356.21,199
"01-Jun-2020","Sweet Treats","Banananice 4.41oz",2410.24,896
"01-Jun-2020","Sweet Treats","Gumbles 1.76oz",403.30,370
"01-Jun-2020","Sweet Treats","Meltos 2.82oz",722.10,290
"01-Jun-2020","Sweet Treats","Paramels 3.35oz",1400.10,390
"01-Jun-2020","Sweet Treats","Cerealice 3.52oz",1169.55,345
"01-Jun-2020","Sweet Treats","Pippops 9.16oz",1457.70,430
"01-Jun-2020","Sweet Treats","Cerealice 14.10oz",7796.27,703
"01-Jun-2020","Sweet Treats","Constellation 16.00oz",2097.03,247
"01-Jun-2020","Sweet Treats","Chocolatey Nougat 3.52oz",51.23,47
"01-Jun-2020","Sweet Treats","Twisters 16.92oz",2335.62,498
"01-Jun-2020","Sweet Treats","Gnaw 4.23oz",752.08,632
"01-Jun-2020","Sweet Treats","Unicorn 1.69oz",644.64,816
"01-Jun-2020","Sweet Treats","Bravo 7.05oz",1138.80,520
"01-Jun-2020","Sweet Treats","Xero 10.57oz",720.02,278
"01-Jun-2020","Sweet Treats","Carousel 16.00oz",531.79,71
"01-Jun-2020","Sweet Treats","Dynasty 16.00oz",3127.39,301
"01-Jun-2020","Sweet Treats","Paramels 33.48oz",4256.19,171
"01-Jun-2020","Sweet Treats","Cheeky Caramels 7.93oz",3523.14,666
"01-Jun-2020","Sweet Treats","Gnaw 10.57oz",1723.08,692
"01-Jun-2020","Sweet Treats","Gumbles 4.41oz",642.91,269
"01-Jun-2020","Sweet Treats","Fairy Sweets 1.59oz",461.97,783
"01-Jun-2020","Sweet Treats","Flair 7.05oz",300.57,43
"01-Jun-2020","Sweet Treats","Googlies 7.75oz",708.84,396
"01-Jun-2020","Sweet Treats","Minotaur 33.48oz",719.40,60
"01-Jun-2020","Sweet Treats","Cerealice 5.64oz",1750.62,358
"01-Jun-2020","Sweet Treats","Salt Chocolate 26.43oz",2225.47,323
"01-Jun-2020","Sweet Treats","Whippersnappers 1.76oz",513.57,323
"01-Jun-2020","Sweet Treats","The Original 10.57oz",1536.43,467
"01-Jun-2020","Sweet Treats","Twisters 10.57oz",2206.89,651
"01-Jun-2020","Sweet Treats","Magma 2.47oz",1066.84,596
