SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-May-2020","Sweet Treats","Cheeky Caramels 31.72oz",6661.26,414
"01-May-2020","Sweet Treats","Hoots 9.87oz",3214.84,716
"01-May-2020","Sweet Treats","Hoots 2.47oz",415.71,279
"01-May-2020","Sweet Treats","Caramax 2.64oz",506.85,465
"01-May-2020","Sweet Treats","Obelisk 8.81oz",1795.51,439
"01-May-2020","Sweet Treats","Twisters 4.23oz",87.91,59
"01-May-2020","Sweet Treats","Daydream 7.05oz",191.20,80
"01-May-2020","Sweet Treats","Sportsman 2.82oz",479.60,440
"01-May-2020","Sweet Treats","Schnoogles 3.52oz",2666.68,652
"01-May-2020","Sweet Treats","Sweetlings 11.28oz",3055.75,425
"01-May-2020","Sweet Treats","Sportsman 7.05oz",525.80,220
"01-May-2020","Sweet Treats","Sweetlings 7.05oz",1776.44,356
"01-May-2020","Sweet Treats","Yumyums 5.71oz",428.04,116
"01-May-2020","Sweet Treats","Dr Sweets 9.52oz",1127.93,757
"01-May-2020","Sweet Treats","Whippersnappers 4.41oz",2379.30,770
"01-May-2020","Sweet Treats","Buzzers 7.47oz",188.34,86
"01-May-2020","Sweet Treats","Zigzags 3.52oz",1233.31,689
"01-May-2020","Sweet Treats","Bitterbutter 3.88oz",517.31,289
"01-May-2020","Sweet Treats","Yumyums 22.91oz",2366.94,206
"01-May-2020","Sweet Treats","Zigzags 5.64oz",216.63,87
"01-May-2020","Sweet Treats","Xero 4.23oz",303.45,255
"01-May-2020","Sweet Treats","Rumbuns 2.47oz",1318.79,631
"01-May-2020","Sweet Treats","Sweetsverse 7.05oz",2047.95,555
"01-May-2020","Sweet Treats","Zoots 3.17oz",206.40,160
"01-May-2020","Sweet Treats","Meltos 28.19oz",5029.02,278
"01-May-2020","Sweet Treats","The Original 4.23oz",604.65,435
"01-May-2020","Sweet Treats","Salt Chocolate 10.57oz",2436.85,815
"01-May-2020","Sweet Treats","Chocolatey Nougat 8.81oz",1473.87,673
"01-May-2020","Sweet Treats","Googlies 1.94oz",162.84,276
"01-May-2020","Sweet Treats","Creamies 10.57oz",1780.97,313
"01-May-2020","Sweet Treats","Caramax 6.59oz",391.96,164
"01-May-2020","Sweet Treats","Schnoogles 8.81oz",3147.06,354
