SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-Sep-2020","Sweet Treats","Schnoogles 3.52oz",2634.06,614
"01-Sep-2020","Sweet Treats","Sweetlings 7.05oz",1978.46,374
"01-Sep-2020","Sweet Treats","Minotaur 13.39oz",2420.47,433
"01-Sep-2020","Sweet Treats","Yumyums 5.71oz",1198.12,308
"01-Sep-2020","Sweet Treats","Paramels 8.35oz",2769.39,351
"01-Sep-2020","Sweet Treats","Dr Sweets 9.52oz",1265.81,749
"01-Sep-2020","Sweet Treats","Whippersnappers 4.41oz",717.22,218
"01-Sep-2020","Sweet Treats","Buzzers 7.47oz",435.10,190
"01-Sep-2020","Sweet Treats","Zigzags 3.52oz",769.23,407
"01-Sep-2020","Sweet Treats","Bitterbutter 3.88oz",1550.14,866
"01-Sep-2020","Sweet Treats","Yumyums 22.91oz",1486.76,124
"01-Sep-2020","Sweet Treats","Zigzags 5.64oz",1501.47,603
"01-Sep-2020","Sweet Treats","Rumbuns 2.47oz",1776.09,811
"01-Sep-2020","Sweet Treats","Xero 4.23oz",33.54,26
"01-Sep-2020","Sweet Treats","Zoots 3.17oz",598.56,464
"01-Sep-2020","Sweet Treats","Chocolatey Nougat 8.81oz",1209.34,506
"01-Sep-2020","Sweet Treats","The Original 4.23oz",234.91,169
"01-Sep-2020","Sweet Treats","Googlies 1.94oz",246.03,417
"01-Sep-2020","Sweet Treats","Salt Chocolate 10.57oz",40.17,13
"01-Sep-2020","Sweet Treats","Caramax 6.59oz",1938.29,811
"01-Sep-2020","Sweet Treats","Schnoogles 8.81oz",3471.58,362
