SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-jul-2020","Naughty but Nice","Bravo 1.76oz",1506.27,2553
"01-jul-2020","Naughty but Nice","Hoots 6.17oz",4066.44,1236
"01-jul-2020","Naughty but Nice","Obelisk 22.03oz",17615.64,1876
"01-jul-2020","Naughty but Nice","Rokkolate 10.57oz",1668.03,507
"01-jul-2020","Naughty but Nice","Flair 17.62oz",24702.33,1637
"01-jul-2020","Naughty but Nice","Obelisk 35.24oz",23372.68,1772
"01-jul-2020","Naughty but Nice","Yumyums 2.29oz",1169.48,692
"01-jul-2020","Naughty but Nice","Rumbuns 2.47oz",2157.15,985
"01-jul-2020","Naughty but Nice","Dynasty 16.00oz",20736.65,2035
"01-jul-2020","Naughty but Nice","Elysian Fudge 4.41oz",6422.13,1287
"01-jul-2020","Naughty but Nice","Gnaw 16.92oz",8114.25,2325
"01-jul-2020","Naughty but Nice","Unicorn 1.69oz",1681.91,2129
"01-jul-2020","Naughty but Nice","Minotaur 3.35oz",3278.58,2062
"01-jul-2020","Naughty but Nice","Rumbuns 9.87oz",12014.97,1583
"01-jul-2020","Naughty but Nice","Paramels 13.39oz",16348.59,1461
"01-jul-2020","Naughty but Nice","Zigzags 1.41oz",1300.29,1461
"01-jul-2020","Naughty but Nice","Zigzags 3.52oz",3328.29,1761
"01-jul-2020","Naughty but Nice","Fairy Sweets 1.59oz",576.43,977
"01-jul-2020","Naughty but Nice","Twisters 16.92oz",9675.47,2063
"01-jul-2020","Naughty but Nice","Forage Bar 2.29oz",1799.82,1818
"01-jul-2020","Naughty but Nice","Salt Chocolate 26.43oz",13466.97,2013
"01-jul-2020","Naughty but Nice","Boho 2.82oz",554.88,192
"01-jul-2020","Naughty but Nice","Googlies 1.94oz",1003.00,1700
"01-jul-2020","Naughty but Nice","Yumyums 9.16oz",6014.73,1137
"01-jul-2020","Naughty but Nice","Bitterbutter 15.51oz",12910.61,2269
"01-jul-2020","Naughty but Nice","Banonza 2.64oz",3408.87,1713
"01-jul-2020","Naughty but Nice","Sweetsverse 2.82oz",2278.67,1273
"01-jul-2020","Naughty but Nice","Daydream 7.05oz",1030.86,414
"01-jul-2020","Naughty but Nice","Cerealice 1.41oz",2337.30,1470
"01-jul-2020","Naughty but Nice","Twisters 4.23oz",1878.89,1261
"01-jul-2020","Naughty but Nice","Magma 2.47oz",1065.05,595
"01-jul-2020","Naughty but Nice","Schnoogles 3.52oz",4977.72,1188
"01-jul-2020","Naughty but Nice","Googlies 19.38oz",836.35,215
"01-jul-2020","Naughty but Nice","Gnaw 4.23oz",2468.06,2074
"01-jul-2020","Naughty but Nice","Chocolatey Nougat 3.52oz",56.68,52
"01-jul-2020","Naughty but Nice","Boho 28.19oz",18269.44,896
"01-jul-2020","Naughty but Nice","Forage Bar 5.71oz",4883.70,2230
"01-jul-2020","Naughty but Nice","Schnoogles 14.10oz",3020.51,229
"01-jul-2020","Naughty but Nice","Bitterbutter 3.88oz",2262.56,1264
"01-jul-2020","Naughty but Nice","The Original 10.57oz",3786.53,1187
"01-jul-2020","Naughty but Nice","Banonza 6.59oz",10210.20,2380
"01-jul-2020","Naughty but Nice","Meltos 7.05oz",10307.25,2025
"01-jul-2020","Naughty but Nice","Cerealice 3.52oz",4576.50,1350
"01-jul-2020","Naughty but Nice","Obelisk 8.81oz",1797.51,429
"01-jul-2020","Naughty but Nice","Banananice 4.41oz",5073.81,1959
"01-jul-2020","Naughty but Nice","Minotaur 33.48oz",12803.94,1086
"01-jul-2020","Naughty but Nice","Yumyums 5.71oz",5033.12,1328
"01-jul-2020","Naughty but Nice","Cheeky Caramels 31.72oz",225.26,14
