SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-aug-2020","Naughty but Nice","Hoots 2.47oz",2237.13,1407
"01-aug-2020","Naughty but Nice","Unicorn 4.23oz",3598.01,2129
"01-aug-2020","Naughty but Nice","Yumyums 2.29oz",3263.17,1823
"01-aug-2020","Naughty but Nice","Boho 2.82oz",2771.73,927
"01-aug-2020","Naughty but Nice","Schnoogles 3.52oz",2080.65,485
"01-aug-2020","Naughty but Nice","Magma 2.47oz",4056.14,2266
"01-aug-2020","Naughty but Nice","Minotaur 33.48oz",9569.15,785
"01-aug-2020","Naughty but Nice","Sweetlings 7.05oz",1514.59,281
"01-aug-2020","Naughty but Nice","Googlies 19.38oz",9934.61,2429
"01-aug-2020","Naughty but Nice","Minotaur 13.39oz",1644.41,289
"01-aug-2020","Naughty but Nice","Sweetsverse 2.82oz",4464.18,2362
"01-aug-2020","Naughty but Nice","Gumbles 4.41oz",4531.44,1896
"01-aug-2020","Naughty but Nice","Zigzags 3.52oz",2364.12,1188
"01-aug-2020","Naughty but Nice","Bravo 1.76oz",702.42,1018
"01-aug-2020","Naughty but Nice","Creamies 2.64oz",4054.31,2399
"01-aug-2020","Naughty but Nice","Elysian Fudge 4.41oz",931.04,176
"01-aug-2020","Naughty but Nice","Cerealice 1.41oz",2461.32,1548
"01-aug-2020","Naughty but Nice","Bitterbutter 15.51oz",596.37,103
"01-aug-2020","Naughty but Nice","Banonza 6.59oz",4036.51,899
"01-aug-2020","Naughty but Nice","Daydream 7.05oz",1103.07,443
"01-aug-2020","Naughty but Nice","Flair 7.05oz",4047.21,579
"01-aug-2020","Naughty but Nice","Obelisk 35.24oz",35123.13,2547
"01-aug-2020","Naughty but Nice","Meltos 7.05oz",1255.87,233
"01-aug-2020","Naughty but Nice","Hoots 9.87oz",8873.48,1892
"01-aug-2020","Naughty but Nice","Sportsman 7.05oz",5959.59,2301
"01-aug-2020","Naughty but Nice","Creamies 10.57oz",11389.60,1840
"01-aug-2020","Naughty but Nice","Flair 17.62oz",20384.84,1316
"01-aug-2020","Naughty but Nice","Elysian Fudge 7.05oz",628.15,85
"01-aug-2020","Naughty but Nice","Twisters 4.23oz",1722.44,1156
"01-aug-2020","Naughty but Nice","Cerealice 5.64oz",10444.07,2093
"01-aug-2020","Naughty but Nice","Flair 28.19oz",13374.00,600
"01-aug-2020","Naughty but Nice","Banananice 4.41oz",2.59,1
"01-aug-2020","Naughty but Nice","Unicorn 1.69oz",1271.11,1609
"01-aug-2020","Naughty but Nice","Minotaur 3.35oz",6.36,4
"01-aug-2020","Naughty but Nice","Petals 1.23oz",2026.57,1703
"01-aug-2020","Naughty but Nice","Boho 7.05oz",13489.73,2047
"01-aug-2020","Naughty but Nice","Sailor Joe 10.57oz",598.80,120
"01-aug-2020","Naughty but Nice","Rokkolate 4.23oz",453.15,285
"01-aug-2020","Naughty but Nice","Cheeky Caramels 31.72oz",4222.57,253
"01-aug-2020","Naughty but Nice","Boho 28.19oz",48821.76,2304
"01-aug-2020","Naughty but Nice","Paramels 33.48oz",21429.16,844
"01-aug-2020","Naughty but Nice","The Original 10.57oz",8390.25,2475
"01-aug-2020","Naughty but Nice","Xero 10.57oz",5813.09,2161
"01-aug-2020","Naughty but Nice","Salt Chocolate 26.43oz",1812.07,263
"01-aug-2020","Naughty but Nice","Gnaw 4.23oz",2088.45,1755
"01-aug-2020","Naughty but Nice","Magma 6.17oz",7194.31,1759
"01-aug-2020","Naughty but Nice","Chocolatey Nougat 14.10oz",5667.76,1624
"01-aug-2020","Naughty but Nice","Hoots 6.17oz",4125.18,1182
"01-aug-2020","Naughty but Nice","Chocolatey Nougat 8.81oz",1989.51,799
"01-aug-2020","Naughty but Nice","Yumyums 22.91oz",10791.36,864
"01-aug-2020","Naughty but Nice","Whippersnappers 4.41oz",4688.37,1383
"01-aug-2020","Naughty but Nice","Zigzags 14.10oz",9506.49,1561
"01-aug-2020","Naughty but Nice","Fairy Sweets 1.59oz",1157.58,1962
"01-aug-2020","Naughty but Nice","Forage Bar 5.71oz",3403.26,1554
"01-aug-2020","Naughty but Nice","Bravo 7.05oz",5072.04,2316
"01-aug-2020","Naughty but Nice","Carousel 16.00oz",6767.20,880
"01-aug-2020","Naughty but Nice","Huckles 5.29oz",2257.89,1031
"01-aug-2020","Naughty but Nice","Petals 3.07oz",1959.63,787
"01-aug-2020","Naughty but Nice","Zigzags 5.64oz",6539.75,2525
"01-aug-2020","Naughty but Nice","Meltos 28.19oz",14520.05,745
"01-aug-2020","Naughty but Nice","Meltos 2.82oz",2529.84,1016
"01-aug-2020","Naughty but Nice","Banananice 1.76oz",715.95,555
"01-aug-2020","Naughty but Nice","Zigzags 1.41oz",248.31,279
"01-aug-2020","Naughty but Nice","Caramax 10.57oz",8002.11,2229
"01-aug-2020","Naughty but Nice","Rumbuns 2.47oz",4715.11,2059
"01-aug-2020","Naughty but Nice","Cerealice 3.52oz",1437.88,412
"01-aug-2020","Naughty but Nice","Zoots 12.69oz",2362.08,592
"01-aug-2020","Naughty but Nice","Sailor Joe 16.92oz",9361.38,1302
"01-aug-2020","Naughty but Nice","Sportsman 2.82oz",347.48,292
"01-aug-2020","Naughty but Nice","Constellation 16.00oz",13879.41,1579
"01-aug-2020","Naughty but Nice","Twisters 10.57oz",6471.51,1909
"01-aug-2020","Naughty but Nice","Paramels 13.39oz",9137.25,775
"01-aug-2020","Naughty but Nice","Dynasty 16.00oz",20927.55,1995
"01-aug-2020","Naughty but Nice","Cerealice 14.10oz",2761.41,249
"01-aug-2020","Naughty but Nice","Buzzers 11.98oz",4817.19,1421
"01-aug-2020","Naughty but Nice","Huckles 2.11oz",377.19,381
"01-aug-2020","Naughty but Nice","Banonza 2.64oz",3335.64,1596
"01-aug-2020","Naughty but Nice","Whippersnappers 1.76oz",2241.90,1410
"01-aug-2020","Naughty but Nice","Dr Sweets 9.52oz",1739.01,1029
"01-aug-2020","Naughty but Nice","Pippops 2.29oz",1622.61,1639
"01-aug-2020","Naughty but Nice","Yumyums 9.16oz",10721.97,1953
"01-aug-2020","Naughty but Nice","Buzzers 7.47oz",3718.84,1556
"01-aug-2020","Naughty but Nice","Zoots 3.17oz",2800.59,2171
"01-aug-2020","Naughty but Nice","Unicorn 6.77oz",6202.05,2595
"01-aug-2020","Naughty but Nice","Twisters 16.92oz",9256.77,1893
"01-aug-2020","Naughty but Nice","Zoots 7.93oz",2717.91,909
"01-aug-2020","Naughty but Nice","Obelisk 8.81oz",4375.80,1020
"01-aug-2020","Naughty but Nice","Cheeky Caramels 3.17oz",4330.11,1739
"01-aug-2020","Naughty but Nice","Gumbles 1.76oz",2197.44,2016
"01-aug-2020","Naughty but Nice","Gnaw 10.57oz",4358.97,1683
"01-aug-2020","Naughty but Nice","Chocolatey Nougat 3.52oz",1602.30,1470
"01-aug-2020","Naughty but Nice","Googlies 1.94oz",976.45,1655
"01-aug-2020","Naughty but Nice","Schnoogles 8.81oz",24240.04,2476
"01-aug-2020","Naughty but Nice","Sailor Joe 4.23oz",4474.66,1954
"01-aug-2020","Naughty but Nice","Sweetsverse 7.05oz",5398.80,1320
