SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-apr-2020","Naughty but Nice","Meltos 7.05oz",10404.63,1797
"01-apr-2020","Naughty but Nice","Zoots 12.69oz",10593.07,2413
"01-apr-2020","Naughty but Nice","Boho 28.19oz",57559.32,2548
"01-apr-2020","Naughty but Nice","Whippersnappers 4.41oz",5629.12,1568
"01-apr-2020","Naughty but Nice","Huckles 2.11oz",154.78,142
"01-apr-2020","Naughty but Nice","Sailor Joe 42.29oz",15526.42,898
"01-apr-2020","Naughty but Nice","Rumbuns 9.87oz",5733.00,700
"01-apr-2020","Naughty but Nice","Cerealice 1.41oz",2117.57,1253
"01-apr-2020","Naughty but Nice","Unicorn 1.69oz",840.16,944
"01-apr-2020","Naughty but Nice","Magma 2.47oz",829.71,439
"01-apr-2020","Naughty but Nice","Dr Sweets 9.52oz",326.17,193
"01-apr-2020","Naughty but Nice","Paramels 3.35oz",7542.10,1990
"01-apr-2020","Naughty but Nice","Bravo 7.05oz",2642.66,1154
"01-apr-2020","Naughty but Nice","Boho 7.05oz",8632.65,1235
"01-apr-2020","Naughty but Nice","Buzzers 3.00oz",1184.05,995
"01-apr-2020","Naughty but Nice","Forage Bar 2.29oz",752.10,690
"01-apr-2020","Naughty but Nice","Petals 1.23oz",1875.44,1576
"01-apr-2020","Naughty but Nice","Sweetlings 2.82oz",3276.84,1316
"01-apr-2020","Naughty but Nice","Obelisk 35.24oz",28487.34,1966
"01-apr-2020","Naughty but Nice","Zigzags 14.10oz",16387.25,2525
"01-apr-2020","Naughty but Nice","Elysian Fudge 1.76oz",5690.59,2381
"01-apr-2020","Naughty but Nice","Sportsman 2.82oz",1353.21,1049
"01-apr-2020","Naughty but Nice","Gnaw 10.57oz",347.01,129
"01-apr-2020","Naughty but Nice","Elysian Fudge 4.41oz",878.57,163
"01-apr-2020","Naughty but Nice","Banananice 1.76oz",1697.64,1316
"01-apr-2020","Naughty but Nice","Sailor Joe 16.92oz",7042.16,904
"01-apr-2020","Naughty but Nice","Sportsman 7.05oz",560.79,201
"01-apr-2020","Naughty but Nice","Paramels 13.39oz",10965.63,907
"01-apr-2020","Naughty but Nice","Rokkolate 4.23oz",76.05,45
"01-apr-2020","Naughty but Nice","Cheeky Caramels 3.17oz",4397.82,1698
"01-apr-2020","Naughty but Nice","Whippersnappers 1.76oz",812.49,511
"01-apr-2020","Naughty but Nice","Zoots 3.17oz",2154.50,1550
"01-apr-2020","Naughty but Nice","Paramels 8.35oz",13893.84,1656
"01-apr-2020","Naughty but Nice","Minotaur 33.48oz",9773.79,741
"01-apr-2020","Naughty but Nice","Daydream 2.82oz",2038.20,1580
"01-apr-2020","Naughty but Nice","Sailor Joe 10.57oz",652.19,121
"01-apr-2020","Naughty but Nice","Flair 7.05oz",4345.32,588
"01-apr-2020","Naughty but Nice","Boho 2.82oz",1138.83,357
"01-apr-2020","Naughty but Nice","Cerealice 5.64oz",5371.65,1035
"01-apr-2020","Naughty but Nice","Magma 6.17oz",5275.21,1259
"01-apr-2020","Naughty but Nice","Sweetlings 11.28oz",11409.72,1428
"01-apr-2020","Naughty but Nice","Zigzags 1.41oz",178.20,180
"01-apr-2020","Naughty but Nice","Pippops 9.16oz",750.31,209
"01-apr-2020","Naughty but Nice","Flair 17.62oz",28395.78,1722
"01-apr-2020","Naughty but Nice","Buzzers 11.98oz",6354.30,1770
"01-apr-2020","Naughty but Nice","Rokkolate 10.57oz",2229.39,621
"01-apr-2020","Naughty but Nice","Pippops 22.91oz",10163.28,1272
"01-apr-2020","Naughty but Nice","Bravo 1.76oz",1066.05,1545
"01-apr-2020","Naughty but Nice","Minotaur 3.35oz",699.66,414
"01-apr-2020","Naughty but Nice","Xero 4.23oz",3245.64,2516
"01-apr-2020","Naughty but Nice","Sweetsverse 2.82oz",3583.99,1801
"01-apr-2020","Naughty but Nice","Meltos 28.19oz",14886.57,723
"01-apr-2020","Naughty but Nice","Yumyums 5.71oz",4760.76,1164
"01-apr-2020","Naughty but Nice","Cerealice 3.52oz",1405.89,381
"01-apr-2020","Naughty but Nice","Creamies 2.64oz",790.02,418
"01-apr-2020","Naughty but Nice","Zoots 7.93oz",1566.63,507
"01-apr-2020","Naughty but Nice","Unicorn 6.77oz",5682.18,2282
"01-apr-2020","Naughty but Nice","Unicorn 16.92oz",737.88,132
"01-apr-2020","Naughty but Nice","Rumbuns 2.47oz",793.48,332
"01-apr-2020","Naughty but Nice","Bitterbutter 15.51oz",7906.53,1257
"01-apr-2020","Naughty but Nice","Sweetsverse 28.19oz",3802.68,252
"01-apr-2020","Naughty but Nice","Banananice 4.41oz",5488.11,1899
"01-apr-2020","Naughty but Nice","Petals 3.07oz",1683.50,650
"01-apr-2020","Naughty but Nice","Chocolatey Nougat 8.81oz",1842.60,740
"01-apr-2020","Naughty but Nice","Obelisk 22.03oz",18767.40,1860
"01-apr-2020","Naughty but Nice","Flair 28.19oz",26454.48,1112
"01-apr-2020","Naughty but Nice","Minotaur 13.39oz",2803.64,476
"01-apr-2020","Naughty but Nice","Boho 11.28oz",14529.60,1440
"01-apr-2020","Naughty but Nice","Hoots 2.47oz",1859.00,1100
"01-apr-2020","Naughty but Nice","Huckles 5.29oz",5450.20,2380
"01-apr-2020","Naughty but Nice","Gumbles 1.76oz",1251.88,1052
"01-apr-2020","Naughty but Nice","Bitterbutter 3.88oz",2041.74,1026
"01-apr-2020","Naughty but Nice","Forage Bar 5.71oz",709.83,297
"01-apr-2020","Naughty but Nice","Cerealice 14.10oz",28114.45,2405
"01-apr-2020","Naughty but Nice","Zigzags 3.52oz",2428.58,1162
"01-apr-2020","Naughty but Nice","Fairy Sweets 1.59oz",956.39,1621
