SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-sep-2020","Naughty but Nice","Magma 2.47oz",4093.74,2166
"01-sep-2020","Naughty but Nice","Gumbles 1.76oz",2620.38,2202
"01-sep-2020","Naughty but Nice","Bravo 1.76oz",327.75,475
"01-sep-2020","Naughty but Nice","Sweetsverse 7.05oz",812.86,194
"01-sep-2020","Naughty but Nice","Zoots 7.93oz",2146.82,718
"01-sep-2020","Naughty but Nice","Sportsman 2.82oz",2767.05,2145
"01-sep-2020","Naughty but Nice","Yumyums 22.91oz",5791.40,460
"01-sep-2020","Naughty but Nice","Sailor Joe 10.57oz",5441.21,1069
"01-sep-2020","Naughty but Nice","Zigzags 5.64oz",1934.11,719
"01-sep-2020","Naughty but Nice","Chocolatey Nougat 3.52oz",1794.52,1508
"01-sep-2020","Naughty but Nice","Creamies 10.57oz",8598.43,1367
"01-sep-2020","Naughty but Nice","The Original 4.23oz",379.95,255
"01-sep-2020","Naughty but Nice","Boho 2.82oz",2433.86,814
"01-sep-2020","Naughty but Nice","Obelisk 35.24oz",2819.67,203
"01-sep-2020","Naughty but Nice","Yumyums 9.16oz",11342.11,2029
"01-sep-2020","Naughty but Nice","Caramax 6.59oz",1733.04,696
"01-sep-2020","Naughty but Nice","Sailor Joe 42.29oz",19979.41,1219
"01-sep-2020","Naughty but Nice","Dynasty 16.00oz",20490.21,1899
"01-sep-2020","Naughty but Nice","Huckles 2.11oz",1333.53,1347
"01-sep-2020","Naughty but Nice","Minotaur 13.39oz",10283.94,1746
"01-sep-2020","Naughty but Nice","Sweetlings 2.82oz",3349.05,1345
"01-sep-2020","Naughty but Nice","The Original 10.57oz",404.84,116
"01-sep-2020","Naughty but Nice","Hoots 6.17oz",6418.92,1788
"01-sep-2020","Naughty but Nice","Buzzers 11.98oz",7495.92,2088
"01-sep-2020","Naughty but Nice","Petals 3.07oz",5206.59,2091
"01-sep-2020","Naughty but Nice","Twisters 10.57oz",7374.37,2113
"01-sep-2020","Naughty but Nice","Bitterbutter 9.69oz",6135.00,1500
"01-sep-2020","Naughty but Nice","Elysian Fudge 7.05oz",4097.03,547
"01-sep-2020","Naughty but Nice","Creamies 2.64oz",134.25,75
"01-sep-2020","Naughty but Nice","Meltos 28.19oz",15713.10,790
"01-sep-2020","Naughty but Nice","Googlies 7.75oz",2475.57,1383
"01-sep-2020","Naughty but Nice","Bravo 7.05oz",968.67,423
"01-sep-2020","Naughty but Nice","Googlies 19.38oz",2233.27,533
"01-sep-2020","Naughty but Nice","Unicorn 6.77oz",1949.67,783
"01-sep-2020","Naughty but Nice","Cheeky Caramels 3.17oz",4915.82,1898
"01-sep-2020","Naughty but Nice","Cheeky Caramels 12.69oz",20912.65,2585
"01-sep-2020","Naughty but Nice","Bitterbutter 3.88oz",429.03,227
"01-sep-2020","Naughty but Nice","Unicorn 16.92oz",3901.82,698
"01-sep-2020","Naughty but Nice","Googlies 4.83oz",1180.48,992
"01-sep-2020","Naughty but Nice","Sailor Joe 4.23oz",695.49,291
"01-sep-2020","Naughty but Nice","Forage Bar 5.71oz",5065.47,2313
"01-sep-2020","Naughty but Nice","Googlies 1.94oz",1179.21,1709
"01-sep-2020","Naughty but Nice","Meltos 7.05oz",3311.58,582
"01-sep-2020","Naughty but Nice","Unicorn 1.69oz",1064.92,1348
"01-sep-2020","Naughty but Nice","Obelisk 8.81oz",1220.42,278
"01-sep-2020","Naughty but Nice","Rumbuns 9.87oz",12031.11,1469
"01-sep-2020","Naughty but Nice","Elysian Fudge 4.41oz",1951.18,362
"01-sep-2020","Naughty but Nice","Zigzags 1.41oz",2124.43,2387
"01-sep-2020","Naughty but Nice","Xero 10.57oz",5888.41,2189
"01-sep-2020","Naughty but Nice","Banonza 2.64oz",5275.71,2409
"01-sep-2020","Naughty but Nice","Buzzers 7.47oz",883.95,355
"01-sep-2020","Naughty but Nice","Paramels 13.39oz",6222.81,519
"01-sep-2020","Naughty but Nice","Rokkolate 4.23oz",1702.89,1071
"01-sep-2020","Naughty but Nice","Whippersnappers 1.76oz",2364.33,1487
"01-sep-2020","Naughty but Nice","Pippops 22.91oz",3653.07,463
"01-sep-2020","Naughty but Nice","Whippersnappers 4.41oz",3729.00,1100
