SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-Apr-2020","Desserts4All","Salt Chocolate 26.43oz",49273.43,7477
"01-Apr-2020","Desserts4All","Schnoogles 3.52oz",558.60,140
"01-Apr-2020","Desserts4All","Schnoogles 8.81oz",53082.19,5971
"01-Apr-2020","Desserts4All","Schnoogles 14.10oz",83378.01,6519
"01-Apr-2020","Desserts4All","Sportsman 2.82oz",7706.44,6476
"01-Apr-2020","Desserts4All","Sportsman 7.05oz",14031.15,5635
"01-Apr-2020","Desserts4All","Sweetlings 2.82oz",10103.48,4412
"01-Apr-2020","Desserts4All","Sweetlings 7.05oz",9575.81,1919
"01-Apr-2020","Desserts4All","Sweetlings 11.28oz",44092.71,6219
"01-Apr-2020","Desserts4All","Sweetsverse 2.82oz",3579.42,2118
"01-Apr-2020","Desserts4All","Sweetsverse 7.05oz",4714.76,1244
"01-Apr-2020","Desserts4All","Sweetsverse 28.19oz",89552.32,6688
"01-Apr-2020","Desserts4All","The Original 10.57oz",22535.37,7293
"01-Apr-2020","Desserts4All","Twisters 4.23oz",5667.96,3804
"01-Apr-2020","Desserts4All","Twisters 10.57oz",18383.97,5763
"01-Apr-2020","Desserts4All","Twisters 16.92oz",31175.28,6792
"01-Apr-2020","Desserts4All","Unicorn 1.69oz",2309.17,2923
"01-Apr-2020","Desserts4All","Unicorn 4.23oz",10713.42,6738
"01-Apr-2020","Desserts4All","Unicorn 6.77oz",11891.97,5193
"01-Apr-2020","Desserts4All","Unicorn 16.92oz",32764.34,6566
"01-Apr-2020","Desserts4All","Whippersnappers 1.76oz",7525.99,5051
"01-Apr-2020","Desserts4All","Whippersnappers 4.41oz",27440.38,8602
"01-Apr-2020","Desserts4All","Xero 4.23oz",1047.20,880
"01-Apr-2020","Desserts4All","Xero 10.57oz",6939.63,2787
"01-Apr-2020","Desserts4All","Yumyums 2.29oz",3549.00,2100
"01-Apr-2020","Desserts4All","Yumyums 5.71oz",8436.50,2350
"01-Apr-2020","Desserts4All","Yumyums 9.16oz",37393.95,7205
"01-Apr-2020","Desserts4All","Yumyums 22.91oz",25069.17,2163
"01-Apr-2020","Desserts4All","Zigzags 1.41oz",1072.45,1205
"01-Apr-2020","Desserts4All","Zigzags 3.52oz",8298.44,4636
"01-Apr-2020","Desserts4All","Zigzags 5.64oz",8370.88,3232
"01-Apr-2020","Desserts4All","Zigzags 14.10oz",12808.19,2251
"01-Apr-2020","Desserts4All","Zoots 3.17oz",1893.72,1468
"01-Apr-2020","Desserts4All","Zoots 7.93oz",7306.04,2716
"01-Apr-2020","Desserts4All","Zoots 12.69oz",25864.61,6649
