SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-Jun-2020","Desserts4All","Hoots 9.87oz",35719.38,7782
"01-Jun-2020","Desserts4All","Huckles 2.11oz",7602.38,8542
"01-Jun-2020","Desserts4All","Huckles 5.29oz",5609.56,2684
"01-Jun-2020","Desserts4All","Magma 2.47oz",2758.08,1632
"01-Jun-2020","Desserts4All","Magma 6.17oz",2546.88,672
"01-Jun-2020","Desserts4All","Meltos 2.82oz",19096.10,7990
"01-Jun-2020","Desserts4All","Meltos 7.05oz",7699.57,1543
"01-Jun-2020","Desserts4All","Meltos 28.19oz",6767.30,370
"01-Jun-2020","Desserts4All","Minotaur 3.35oz",1738.83,1167
"01-Jun-2020","Desserts4All","Minotaur 13.39oz",11572.33,2147
"01-Jun-2020","Desserts4All","Minotaur 33.48oz",62011.53,5397
"01-Jun-2020","Desserts4All","Obelisk 8.81oz",21877.41,5349
"01-Jun-2020","Desserts4All","Obelisk 22.03oz",64269.51,7149
"01-Jun-2020","Desserts4All","Obelisk 35.24oz",69515.77,5393
"01-Jun-2020","Desserts4All","Paramels 3.35oz",2212.66,634
"01-Jun-2020","Desserts4All","Paramels 8.35oz",31331.52,4128
"01-Jun-2020","Desserts4All","Paramels 13.39oz",28814.94,2646
"01-Jun-2020","Desserts4All","Paramels 33.48oz",159416.79,6701
"01-Jun-2020","Desserts4All","Petals 1.23oz",5686.53,5217
"01-Jun-2020","Desserts4All","Petals 3.07oz",17521.09,7331
"01-Jun-2020","Desserts4All","Pippops 2.29oz",7422.03,7497
"01-Jun-2020","Desserts4All","Pippops 9.16oz",28368.67,8893
"01-Jun-2020","Desserts4All","Pippops 22.91oz",20525.55,2895
"01-Jun-2020","Desserts4All","Rokkolate 4.23oz",2141.13,1437
"01-Jun-2020","Desserts4All","Rokkolate 10.57oz",14189.77,4313
"01-Jun-2020","Desserts4All","Rumbuns 2.47oz",4529.03,2167
"01-Jun-2020","Desserts4All","Rumbuns 9.87oz",5468.60,740
"01-Jun-2020","Desserts4All","Sailor Joe 4.23oz",6232.38,2982
"01-Jun-2020","Desserts4All","Sailor Joe 10.57oz",10496.22,2238
"01-Jun-2020","Desserts4All","Sailor Joe 16.92oz",28098.00,4200
"01-Jun-2020","Desserts4All","Sailor Joe 42.29oz",32776.84,2116
"01-Jun-2020","Desserts4All","Salt Chocolate 10.57oz",14041.04,4696
"01-Jun-2020","Desserts4All","Salt Chocolate 26.43oz",22010.60,3340
"01-Jun-2020","Desserts4All","Schnoogles 3.52oz",19902.50,4750
"01-Jun-2020","Desserts4All","Schnoogles 8.81oz",22690.76,2524
"01-Jun-2020","Desserts4All","Schnoogles 14.10oz",84430.50,6450
"01-Jun-2020","Desserts4All","Sportsman 2.82oz",10304.21,8659
"01-Jun-2020","Desserts4All","Sportsman 7.05oz",889.08,372
"01-Jun-2020","Desserts4All","Sweetlings 2.82oz",917.61,419
"01-Jun-2020","Desserts4All","Sweetlings 7.05oz",4670.64,936
"01-Jun-2020","Desserts4All","Sweetlings 11.28oz",14366.16,1944
"01-Jun-2020","Desserts4All","Sweetsverse 2.82oz",941.33,557
"01-Jun-2020","Desserts4All","Sweetsverse 7.05oz",1050.30,270
"01-Jun-2020","Desserts4All","Sweetsverse 28.19oz",67545.99,5121
"01-Jun-2020","Desserts4All","The Original 4.23oz",7098.73,5107
"01-Jun-2020","Desserts4All","The Original 10.57oz",24720.00,8000
"01-Jun-2020","Desserts4All","Twisters 4.23oz",4751.61,3189
"01-Jun-2020","Desserts4All","Twisters 10.57oz",7655.83,2327
"01-Jun-2020","Desserts4All","Twisters 16.92oz",10412.31,2319
"01-Jun-2020","Desserts4All","Unicorn 1.69oz",1764.86,2234
"01-Jun-2020","Desserts4All","Unicorn 4.23oz",8652.78,5442
"01-Jun-2020","Desserts4All","Unicorn 6.77oz",1864.06,814
"01-Jun-2020","Desserts4All","Unicorn 16.92oz",36187.48,7252
"01-Jun-2020","Desserts4All","Whippersnappers 1.76oz",764.37,513
"01-Jun-2020","Desserts4All","Whippersnappers 4.41oz",2073.50,650
"01-Jun-2020","Desserts4All","Xero 10.57oz",7397.79,2971
"01-Jun-2020","Desserts4All","Yumyums 2.29oz",14998.75,8875
"01-Jun-2020","Desserts4All","Yumyums 5.71oz",24383.52,6608
"01-Jun-2020","Desserts4All","Yumyums 9.16oz",13886.25,2625
"01-Jun-2020","Desserts4All","Yumyums 22.91oz",44777.74,3766
"01-Jun-2020","Desserts4All","Zigzags 1.41oz",3329.49,3741
"01-Jun-2020","Desserts4All","Zigzags 3.52oz",12213.17,6823
"01-Jun-2020","Desserts4All","Zigzags 5.64oz",11473.92,4608
"01-Jun-2020","Desserts4All","Zigzags 14.10oz",6270.38,1102
"01-Jun-2020","Desserts4All","Zoots 7.93oz",17091.54,6126
"01-Jun-2020","Desserts4All","Zoots 12.69oz",30543.61,8059
