SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-Sep-2020","Desserts4All","Forage Bar 5.71oz",4668.54,2346
"01-Sep-2020","Desserts4All","Gnaw 4.23oz",8014.77,7353
"01-Sep-2020","Desserts4All","Gnaw 10.57oz",12934.68,5412
"01-Sep-2020","Desserts4All","Gnaw 16.92oz",3350.40,960
"01-Sep-2020","Desserts4All","Googlies 1.94oz",3253.26,5514
"01-Sep-2020","Desserts4All","Googlies 4.83oz",2958.26,2714
"01-Sep-2020","Desserts4All","Googlies 7.75oz",608.40,360
"01-Sep-2020","Desserts4All","Googlies 19.38oz",30513.29,8051
"01-Sep-2020","Desserts4All","Gumbles 1.76oz",3850.97,3533
"01-Sep-2020","Desserts4All","Gumbles 4.41oz",350.40,160
"01-Sep-2020","Desserts4All","Hoots 2.47oz",333.76,224
"01-Sep-2020","Desserts4All","Hoots 6.17oz",21015.72,6588
"01-Sep-2020","Desserts4All","Hoots 9.87oz",7956.28,1772
"01-Sep-2020","Desserts4All","Huckles 2.11oz",1888.58,2122
"01-Sep-2020","Desserts4All","Magma 2.47oz",3736.59,2211
"01-Sep-2020","Desserts4All","Magma 6.17oz",32923.73,8687
"01-Sep-2020","Desserts4All","Meltos 2.82oz",6636.42,2898
"01-Sep-2020","Desserts4All","Meltos 7.05oz",34835.96,6844
"01-Sep-2020","Desserts4All","Meltos 28.19oz",30807.27,1703
"01-Sep-2020","Desserts4All","Minotaur 3.35oz",4757.28,2992
"01-Sep-2020","Desserts4All","Minotaur 13.39oz",19832.21,3749
"01-Sep-2020","Desserts4All","Obelisk 8.81oz",8223.39,2061
"01-Sep-2020","Desserts4All","Obelisk 22.03oz",71920.00,8000
"01-Sep-2020","Desserts4All","Obelisk 35.24oz",71083.14,5646
"01-Sep-2020","Desserts4All","Paramels 3.35oz",2750.12,788
"01-Sep-2020","Desserts4All","Paramels 8.35oz",35937.02,4798
"01-Sep-2020","Desserts4All","Paramels 13.39oz",37341.81,3429
"01-Sep-2020","Desserts4All","Paramels 33.48oz",75529.47,3243
"01-Sep-2020","Desserts4All","Petals 1.23oz",8291.63,7607
"01-Sep-2020","Desserts4All","Petals 3.07oz",277.09,121
"01-Sep-2020","Desserts4All","Pippops 2.29oz",6193.51,6959
"01-Sep-2020","Desserts4All","Pippops 9.16oz",8823.78,2682
"01-Sep-2020","Desserts4All","Pippops 22.91oz",4459.61,629
"01-Sep-2020","Desserts4All","Rokkolate 4.23oz",12362.66,8894
"01-Sep-2020","Desserts4All","Rokkolate 10.57oz",27411.67,8593
"01-Sep-2020","Desserts4All","Rumbuns 2.47oz",10529.42,5038
"01-Sep-2020","Desserts4All","Rumbuns 9.87oz",21571.41,2919
"01-Sep-2020","Desserts4All","Sailor Joe 4.23oz",1359.99,621
"01-Sep-2020","Desserts4All","Sailor Joe 10.57oz",1028.16,224
"01-Sep-2020","Desserts4All","Sailor Joe 16.92oz",9838.71,1449
"01-Sep-2020","Desserts4All","Sailor Joe 42.29oz",97231.70,6530
"01-Sep-2020","Desserts4All","Salt Chocolate 10.57oz",12172.29,4071
"01-Sep-2020","Desserts4All","Salt Chocolate 26.43oz",9105.75,1425
"01-Sep-2020","Desserts4All","Schnoogles 3.52oz",32805.89,8021
"01-Sep-2020","Desserts4All","Schnoogles 8.81oz",32532.60,3540
"01-Sep-2020","Desserts4All","Schnoogles 14.10oz",56084.15,4385
"01-Sep-2020","Desserts4All","Sportsman 2.82oz",9984.10,8390
"01-Sep-2020","Desserts4All","Sportsman 7.05oz",4758.49,1991
"01-Sep-2020","Desserts4All","Sweetlings 2.82oz",16261.29,7101
"01-Sep-2020","Desserts4All","Sweetlings 7.05oz",24665.57,4943
"01-Sep-2020","Desserts4All","Sweetlings 11.28oz",3901.26,514
"01-Sep-2020","Desserts4All","Sweetsverse 2.82oz",4201.13,2347
"01-Sep-2020","Desserts4All","Sweetsverse 7.05oz",20613.81,5439
"01-Sep-2020","Desserts4All","Sweetsverse 28.19oz",3521.73,267
"01-Sep-2020","Desserts4All","The Original 4.23oz",2824.48,2032
"01-Sep-2020","Desserts4All","The Original 10.57oz",2354.58,762
"01-Sep-2020","Desserts4All","Twisters 4.23oz",7499.17,5033
"01-Sep-2020","Desserts4All","Twisters 10.57oz",5206.08,1632
"01-Sep-2020","Desserts4All","Twisters 16.92oz",25624.43,5707
"01-Sep-2020","Desserts4All","Unicorn 1.69oz",1008.83,1277
"01-Sep-2020","Desserts4All","Unicorn 4.23oz",8728.42,5858
"01-Sep-2020","Desserts4All","Unicorn 6.77oz",12743.85,5565
"01-Sep-2020","Desserts4All","Unicorn 16.92oz",31507.10,6190
"01-Sep-2020","Desserts4All","Whippersnappers 1.76oz",6553.02,4398
"01-Sep-2020","Desserts4All","Whippersnappers 4.41oz",16163.79,5231
"01-Sep-2020","Desserts4All","Xero 4.23oz",8478.75,7125
"01-Sep-2020","Desserts4All","Xero 10.57oz",5632.38,2262
"01-Sep-2020","Desserts4All","Yumyums 2.29oz",6344.26,3754
"01-Sep-2020","Desserts4All","Yumyums 5.71oz",17263.45,4555
"01-Sep-2020","Desserts4All","Yumyums 9.16oz",44847.99,8811
"01-Sep-2020","Desserts4All","Yumyums 22.91oz",74069.17,6503
"01-Sep-2020","Desserts4All","Zigzags 1.41oz",2765.79,3501
"01-Sep-2020","Desserts4All","Zigzags 3.52oz",8062.74,4266
"01-Sep-2020","Desserts4All","Zigzags 5.64oz",19779.64,8276
"01-Sep-2020","Desserts4All","Zigzags 14.10oz",7943.88,1372
"01-Sep-2020","Desserts4All","Zoots 3.17oz",327.66,254
"01-Sep-2020","Desserts4All","Zoots 7.93oz",5136.39,1841
"01-Sep-2020","Desserts4All","Zoots 12.69oz",17517.38,4622
