SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-Jul-2020","Sweet Treats","Rokkolate 4.23oz",1041.51,699
"01-Jul-2020","Sweet Treats","Paramels 13.39oz",1579.05,145
"01-Jul-2020","Sweet Treats","Gnaw 16.92oz",111.87,33
"01-Jul-2020","Sweet Treats","Boho 11.28oz",6517.53,717
"01-Jul-2020","Sweet Treats","Sweetlings 2.82oz",675.55,295
"01-Jul-2020","Sweet Treats","Googlies 4.83oz",234.43,197
"01-Jul-2020","Sweet Treats","Sweetsverse 28.19oz",2926.03,227
"01-Jul-2020","Sweet Treats","Cheeky Caramels 3.17oz",1238.89,541
"01-Jul-2020","Sweet Treats","Daydream 2.82oz",799.68,672
"01-Jul-2020","Sweet Treats","Unicorn 6.77oz",703.03,307
"01-Jul-2020","Sweet Treats","Buzzers 3.00oz",669.24,676
"01-Jul-2020","Sweet Treats","Pippops 2.29oz",24.75,25
"01-Jul-2020","Sweet Treats","Buzzers 11.98oz",2797.63,877
"01-Jul-2020","Sweet Treats","Flair 17.62oz",7021.82,478
"01-Jul-2020","Sweet Treats","Unicorn 16.92oz",2896.21,569
"01-Jul-2020","Sweet Treats","Sailor Joe 4.23oz",877.80,420
"01-Jul-2020","Sweet Treats","Zigzags 1.41oz",209.15,235
"01-Jul-2020","Sweet Treats","Unicorn 4.23oz",1109.82,698
"01-Jul-2020","Sweet Treats","Pippops 22.91oz",5239.51,739
"01-Jul-2020","Sweet Treats","Huckles 5.29oz",10.45,5
"01-Jul-2020","Sweet Treats","Boho 28.19oz",6444.36,324
"01-Jul-2020","Sweet Treats","Obelisk 35.24oz",3478.88,272
"01-Jul-2020","Sweet Treats","Boho 2.82oz",2421.82,838
"01-Jul-2020","Sweet Treats","Sweetsverse 2.82oz",708.84,396
"01-Jul-2020","Sweet Treats","Magma 6.17oz",413.11,109
"01-Jul-2020","Sweet Treats","Obelisk 22.03oz",7317.45,805
"01-Jul-2020","Sweet Treats","Caramax 10.57oz",2206.89,651
"01-Jul-2020","Sweet Treats","Zoots 12.69oz",45.48,12
"01-Jul-2020","Sweet Treats","Cheeky Caramels 12.69oz",6463.87,863
"01-Jul-2020","Sweet Treats","Meltos 7.05oz",533.93,107
"01-Jul-2020","Sweet Treats","Boho 7.05oz",3806.25,625
"01-Jul-2020","Sweet Treats","Cheeky Caramels 31.72oz",12771.66,814
"01-Jul-2020","Sweet Treats","Elysian Fudge 7.05oz",848.75,125
"01-Jul-2020","Sweet Treats","Bitterbutter 15.51oz",1010.16,184
"01-Jul-2020","Sweet Treats","Hoots 9.87oz",2698.49,601
"01-Jul-2020","Sweet Treats","Obelisk 8.81oz",1045.38,262
"01-Jul-2020","Sweet Treats","Hoots 2.47oz",810.56,544
"01-Jul-2020","Sweet Treats","Huckles 2.11oz",88.11,99
"01-Jul-2020","Sweet Treats","Twisters 4.23oz",132.05,95
"01-Jul-2020","Sweet Treats","Daydream 7.05oz",1345.57,563
"01-Jul-2020","Sweet Treats","Sweetlings 11.28oz",5576.85,765
"01-Jul-2020","Sweet Treats","Sportsman 2.82oz",168.98,142
"01-Jul-2020","Sweet Treats","Elysian Fudge 1.76oz",1605.27,733
"01-Jul-2020","Sweet Treats","Elysian Fudge 4.41oz",283.62,58
"01-Jul-2020","Sweet Treats","Sweetlings 7.05oz",2250.49,451
"01-Jul-2020","Sweet Treats","Sportsman 7.05oz",1417.27,593
"01-Jul-2020","Sweet Treats","Minotaur 13.39oz",804.08,152
"01-Jul-2020","Sweet Treats","Yumyums 5.71oz",487.08,132
"01-Jul-2020","Sweet Treats","Dr Sweets 9.52oz",464.28,292
"01-Jul-2020","Sweet Treats","Paramels 8.35oz",3802.59,501
"01-Jul-2020","Sweet Treats","Whippersnappers 4.41oz",191.40,60
"01-Jul-2020","Sweet Treats","Bitterbutter 3.88oz",1439.16,804
"01-Jul-2020","Sweet Treats","Zigzags 5.64oz",2014.41,809
"01-Jul-2020","Sweet Treats","Zigzags 3.52oz",119.93,67
"01-Jul-2020","Sweet Treats","Yumyums 22.91oz",7859.29,661
"01-Jul-2020","Sweet Treats","Xero 4.23oz",70.21,59
"01-Jul-2020","Sweet Treats","Rumbuns 2.47oz",810.92,388
"01-Jul-2020","Sweet Treats","Sweetsverse 7.05oz",1470.42,378
"01-Jul-2020","Sweet Treats","Zoots 3.17oz",785.61,609
"01-Jul-2020","Sweet Treats","Chocolatey Nougat 8.81oz",1238.89,541
"01-Jul-2020","Sweet Treats","Meltos 28.19oz",14952.18,822
"01-Jul-2020","Sweet Treats","The Original 4.23oz",2.78,2
"01-Jul-2020","Sweet Treats","Salt Chocolate 10.57oz",2196.40,760
"01-Jul-2020","Sweet Treats","Googlies 1.94oz",8.85,15
"01-Jul-2020","Sweet Treats","Creamies 10.57oz",756.77,133
"01-Jul-2020","Sweet Treats","Schnoogles 8.81oz",2654.28,292
