SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-aug-2020","Just One More","Cheeky Caramels 3.17oz",1319.28,552
"01-aug-2020","Just One More","Boho 7.05oz",3540.06,554
"01-aug-2020","Just One More","Twisters 10.57oz",2638.58,802
"01-aug-2020","Just One More","Sportsman 2.82oz",474.81,399
"01-aug-2020","Just One More","Boho 2.82oz",2023.00,700
"01-aug-2020","Just One More","Daydream 7.05oz",1618.50,650
"01-aug-2020","Just One More","Banonza 6.59oz",3260.40,760
"01-aug-2020","Just One More","Yumyums 9.16oz",1798.60,340
"01-aug-2020","Just One More","The Original 4.23oz",1191.23,857
"01-aug-2020","Just One More","Unicorn 16.92oz",423.20,80
"01-aug-2020","Just One More","Magma 2.47oz",664.09,371
"01-aug-2020","Just One More","Gumbles 4.41oz",1848.03,807
"01-aug-2020","Just One More","Buzzers 7.47oz",1280.11,559
"01-aug-2020","Just One More","Bitterbutter 15.51oz",5685.03,1017
"01-aug-2020","Just One More","Hoots 9.87oz",445.23,97
"01-aug-2020","Just One More","Caramax 2.64oz",550.45,505
"01-aug-2020","Just One More","Chocolatey Nougat 3.52oz",793.52,728
"01-aug-2020","Just One More","Sweetlings 2.82oz",2475.49,1081
"01-aug-2020","Just One More","Banananice 1.76oz",1219.75,1025
"01-aug-2020","Just One More","Elysian Fudge 1.76oz",96.36,44
"01-aug-2020","Just One More","Chocolatey Nougat 8.81oz",375.23,157
"01-aug-2020","Just One More","Boho 11.28oz",2998.84,316
"01-aug-2020","Just One More","Twisters 4.23oz",1290.34,866
"01-aug-2020","Just One More","Bravo 1.76oz",376.42,638
"01-aug-2020","Just One More","Cheeky Caramels 31.72oz",10201.06,634
"01-aug-2020","Just One More","Buzzers 11.98oz",634.97,193
"01-aug-2020","Just One More","Minotaur 3.35oz",448.38,282
"01-aug-2020","Just One More","Googlies 4.83oz",635.46,534
"01-aug-2020","Just One More","Carousel 16.00oz",2194.83,297
"01-aug-2020","Just One More","Obelisk 35.24oz",3535.14,266
"01-aug-2020","Just One More","Yumyums 5.71oz",1565.27,413
"01-aug-2020","Just One More","Schnoogles 14.10oz",12559.82,938
"01-aug-2020","Just One More","Whippersnappers 1.76oz",935.72,628
"01-aug-2020","Just One More","Pippops 22.91oz",2835.81,389
"01-aug-2020","Just One More","Sweetlings 7.05oz",4333.65,835
"01-aug-2020","Just One More","Sailor Joe 10.57oz",2668.03,557
"01-aug-2020","Just One More","Petals 3.07oz",513.85,215
"01-aug-2020","Just One More","Bitterbutter 3.88oz",1942.15,1085
"01-aug-2020","Just One More","Zoots 3.17oz",1037.16,804
"01-aug-2020","Just One More","Banananice 4.41oz",214.97,83
"01-aug-2020","Just One More","Zigzags 1.41oz",883.77,993
"01-aug-2020","Just One More","Zoots 7.93oz",1049.07,363
"01-aug-2020","Just One More","Googlies 7.75oz",457.99,271
"01-aug-2020","Just One More","Sportsman 7.05oz",276.39,111
"01-aug-2020","Just One More","Unicorn 1.69oz",557.74,706
"01-aug-2020","Just One More","Paramels 8.35oz",8213.72,1028
"01-aug-2020","Just One More","Zoots 12.69oz",280.08,72
"01-aug-2020","Just One More","Sailor Joe 42.29oz",1091.30,70
"01-aug-2020","Just One More","Sweetlings 11.28oz",3045.24,396
"01-aug-2020","Just One More","Fairy Sweets 1.59oz",535.13,907
"01-aug-2020","Just One More","Cheeky Caramels 12.69oz",447.81,59
"01-aug-2020","Just One More","Buzzers 3.00oz",61.04,56
"01-aug-2020","Just One More","Rumbuns 9.87oz",4979.04,656
"01-aug-2020","Just One More","Chocolatey Nougat 14.10oz",2644.20,780
"01-aug-2020","Just One More","Forage Bar 2.29oz",971.19,981
"01-aug-2020","Just One More","Yumyums 22.91oz",3357.20,280
"01-aug-2020","Just One More","Forage Bar 5.71oz",597.74,286
"01-aug-2020","Just One More","Salt Chocolate 26.43oz",2972.09,451
