SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-jun-2020","Just One More","Zoots 3.17oz",113.52,88
"01-jun-2020","Just One More","Sportsman 2.82oz",176.58,162
"01-jun-2020","Just One More","Paramels 8.35oz",4485.69,591
"01-jun-2020","Just One More","Zigzags 5.64oz",963.63,387
"01-jun-2020","Just One More","Chocolatey Nougat 8.81oz",2028.94,886
"01-jun-2020","Just One More","Magma 6.17oz",136.44,36
"01-jun-2020","Just One More","Gumbles 1.76oz",819.68,752
"01-jun-2020","Just One More","Sailor Joe 4.23oz",2286.46,1094
"01-jun-2020","Just One More","Whippersnappers 4.41oz",344.52,108
"01-jun-2020","Just One More","Sailor Joe 10.57oz",3334.59,711
"01-jun-2020","Just One More","Gnaw 4.23oz",455.62,418
"01-jun-2020","Just One More","The Original 4.23oz",1420.58,1022
"01-jun-2020","Just One More","Googlies 7.75oz",1215.11,719
"01-jun-2020","Just One More","Carousel 16.00oz",5953.32,828
"01-jun-2020","Just One More","Caramax 10.57oz",3507.45,1005
"01-jun-2020","Just One More","Paramels 33.48oz",7557.11,319
"01-jun-2020","Just One More","Sweetlings 11.28oz",140.41,19
"01-jun-2020","Just One More","Cerealice 14.10oz",5771.55,545
"01-jun-2020","Just One More","Flair 28.19oz",19940.50,950
"01-jun-2020","Just One More","Sweetsverse 28.19oz",290.18,22
"01-jun-2020","Just One More","Sailor Joe 42.29oz",10034.28,652
"01-jun-2020","Just One More","Bravo 7.05oz",2131.80,1020
"01-jun-2020","Just One More","Yumyums 5.71oz",1852.38,502
"01-jun-2020","Just One More","Cheeky Caramels 7.93oz",397.02,78
"01-jun-2020","Just One More","Hoots 9.87oz",2579.58,562
"01-jun-2020","Just One More","Boho 7.05oz",4079.19,681
"01-jun-2020","Just One More","Creamies 10.57oz",1695.62,298
"01-jun-2020","Just One More","Elysian Fudge 1.76oz",505.89,231
"01-jun-2020","Just One More","Rumbuns 2.47oz",873.62,418
"01-jun-2020","Just One More","Googlies 19.38oz",2274.00,600
"01-jun-2020","Just One More","Cheeky Caramels 31.72oz",10773.42,678
"01-jun-2020","Just One More","Zigzags 1.41oz",226.95,255
"01-jun-2020","Just One More","Flair 17.62oz",16099.26,1074
"01-jun-2020","Just One More","Huckles 5.29oz",202.73,97
"01-jun-2020","Just One More","Sweetlings 7.05oz",1891.21,379
"01-jun-2020","Just One More","Petals 1.23oz",1124.88,1032
"01-jun-2020","Just One More","Sweetlings 2.82oz",1340.28,612
"01-jun-2020","Just One More","Constellation 16.00oz",1564.29,191
"01-jun-2020","Just One More","Meltos 28.19oz",6310.05,345
"01-jun-2020","Just One More","Bitterbutter 15.51oz",693.16,124
"01-jun-2020","Just One More","The Original 10.57oz",2215.53,717
"01-jun-2020","Just One More","Googlies 1.94oz",523.92,888
"01-jun-2020","Just One More","Flair 7.05oz",7117.20,1080
"01-jun-2020","Just One More","Hoots 6.17oz",812.63,247
"01-jun-2020","Just One More","Sportsman 7.05oz",40.63,17
"01-jun-2020","Just One More","Sweetsverse 7.05oz",809.12,208
"01-jun-2020","Just One More","Zoots 7.93oz",772.83,277
"01-jun-2020","Just One More","Sailor Joe 16.92oz",367.95,55
"01-jun-2020","Just One More","Elysian Fudge 7.05oz",427.77,63
"01-jun-2020","Just One More","Schnoogles 14.10oz",3481.94,266
"01-jun-2020","Just One More","Rokkolate 4.23oz",497.66,334
"01-jun-2020","Just One More","Huckles 2.11oz",601.64,676
"01-jun-2020","Just One More","Salt Chocolate 26.43oz",2682.13,407
"01-jun-2020","Just One More","Googlies 4.83oz",1132.88,952
"01-jun-2020","Just One More","Gnaw 10.57oz",924.93,387
"01-jun-2020","Just One More","Buzzers 11.98oz",580.58,182
"01-jun-2020","Just One More","Minotaur 13.39oz",4516.82,838
"01-jun-2020","Just One More","Xero 10.57oz",2604.54,1046
"01-jun-2020","Just One More","Cerealice 5.64oz",4145.96,884
"01-jun-2020","Just One More","Paramels 13.39oz",6512.22,598
"01-jun-2020","Just One More","Zigzags 14.10oz",6116.75,1075
"01-jun-2020","Just One More","Obelisk 35.24oz",2152.63,167
"01-jun-2020","Just One More","Twisters 10.57oz",1454.18,442
"01-jun-2020","Just One More","Salt Chocolate 10.57oz",2885.35,965
"01-jun-2020","Just One More","Minotaur 33.48oz",9789.48,852
"01-jun-2020","Just One More","Sweetsverse 2.82oz",586.43,347
"01-jun-2020","Just One More","Gumbles 4.41oz",774.02,338
"01-jun-2020","Just One More","Banananice 1.76oz",1003.17,843
"01-jun-2020","Just One More","Pippops 22.91oz",5012.63,707
"01-jun-2020","Just One More","Chocolatey Nougat 14.10oz",194.11,59
"01-jun-2020","Just One More","Obelisk 22.03oz",6032.29,671
"01-jun-2020","Just One More","Schnoogles 8.81oz",6715.53,747
"01-jun-2020","Just One More","Cheeky Caramels 3.17oz",423.65,185
"01-jun-2020","Just One More","Boho 11.28oz",6935.67,763
"01-jun-2020","Just One More","Meltos 7.05oz",269.46,54
"01-jun-2020","Just One More","Unicorn 16.92oz",588.82,118
"01-jun-2020","Just One More","Minotaur 3.35oz",1016.18,682
"01-jun-2020","Just One More","Paramels 3.35oz",1294.98,382
"01-jun-2020","Just One More","Twisters 4.23oz",1507.88,1012
"01-jun-2020","Just One More","Buzzers 3.00oz",1081.08,1092
"01-jun-2020","Just One More","Twisters 16.92oz",4849.20,1080
"01-jun-2020","Just One More","Xero 4.23oz",736.61,619
"01-jun-2020","Just One More","Boho 2.82oz",290.16,104
"01-jun-2020","Just One More","Yumyums 22.91oz",2282.88,192
"01-jun-2020","Just One More","Magma 2.47oz",1331.72,788
