SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-sep-2020","Just One More","Schnoogles 3.52oz",1505.52,328
"01-sep-2020","Just One More","Forage Bar 2.29oz",709.59,651
"01-sep-2020","Just One More","Schnoogles 14.10oz",11809.35,815
"01-sep-2020","Just One More","Chocolatey Nougat 8.81oz",2343.95,905
"01-sep-2020","Just One More","Sailor Joe 42.29oz",1638.33,97
"01-sep-2020","Just One More","Sweetsverse 2.82oz",1741.25,875
"01-sep-2020","Just One More","Boho 2.82oz",1158.75,375
"01-sep-2020","Just One More","Rumbuns 9.87oz",6921.75,825
"01-sep-2020","Just One More","Cheeky Caramels 3.17oz",139.88,52
"01-sep-2020","Just One More","Minotaur 33.48oz",8063.44,616
"01-sep-2020","Just One More","Elysian Fudge 4.41oz",1641.51,299
"01-sep-2020","Just One More","Flair 7.05oz",1173.69,161
"01-sep-2020","Just One More","Bitterbutter 15.51oz",5566.26,914
"01-sep-2020","Just One More","Googlies 7.75oz",765.45,405
"01-sep-2020","Just One More","Rumbuns 2.47oz",2360.99,1031
"01-sep-2020","Just One More","Cheeky Caramels 7.93oz",4293.18,782
"01-sep-2020","Just One More","Rokkolate 4.23oz",152.64,96
"01-sep-2020","Just One More","Zigzags 3.52oz",1433.74,686
"01-sep-2020","Just One More","Zigzags 1.41oz",632.79,711
"01-sep-2020","Just One More","Creamies 2.64oz",2061.99,1091
"01-sep-2020","Just One More","Bitterbutter 3.88oz",1675.58,842
"01-sep-2020","Just One More","Bitterbutter 9.69oz",1930.50,450
"01-sep-2020","Just One More","Twisters 16.92oz",3395.03,667
"01-sep-2020","Just One More","Gnaw 16.92oz",734.16,184
"01-sep-2020","Just One More","Obelisk 22.03oz",5947.62,578
"01-sep-2020","Just One More","Sailor Joe 10.57oz",3129.57,603
"01-sep-2020","Just One More","Hoots 9.87oz",4275.60,840
"01-sep-2020","Just One More","Obelisk 35.24oz",2043.47,143
"01-sep-2020","Just One More","Googlies 19.38oz",2874.30,670
"01-sep-2020","Just One More","Salt Chocolate 10.57oz",1627.20,480
"01-sep-2020","Just One More","Meltos 2.82oz",2595.18,1002
"01-sep-2020","Just One More","Banonza 6.59oz",847.83,177
"01-sep-2020","Just One More","Paramels 8.35oz",438.09,51
"01-sep-2020","Just One More","Caramax 2.64oz",373.66,314
"01-sep-2020","Just One More","Salt Chocolate 26.43oz",4608.79,641
"01-sep-2020","Just One More","Fairy Sweets 1.59oz",462.99,671
"01-sep-2020","Just One More","Meltos 7.05oz",1146.42,198
"01-sep-2020","Just One More","Petals 3.07oz",1165.50,450
"01-sep-2020","Just One More","Cheeky Caramels 12.69oz",4144.66,494
"01-sep-2020","Just One More","Googlies 4.83oz",1283.55,995
"01-sep-2020","Just One More","Obelisk 8.81oz",561.25,125
"01-sep-2020","Just One More","Zigzags 14.10oz",5133.61,779
"01-sep-2020","Just One More","Chocolatey Nougat 14.10oz",2832.51,789
"01-sep-2020","Just One More","Paramels 3.35oz",2870.82,738
"01-sep-2020","Just One More","Whippersnappers 4.41oz",1284.32,368
"01-sep-2020","Just One More","Schnoogles 8.81oz",9683.48,932
"01-sep-2020","Just One More","Zoots 7.93oz",312.09,101
"01-sep-2020","Just One More","Rokkolate 10.57oz",3734.28,1012
"01-sep-2020","Just One More","Pippops 2.29oz",957.02,878
"01-sep-2020","Just One More","Sportsman 2.82oz",288.96,224
"01-sep-2020","Just One More","Flair 28.19oz",4788.77,203
"01-sep-2020","Just One More","Carousel 16.00oz",221.13,27
"01-sep-2020","Just One More","Hoots 6.17oz",2180.79,591
"01-sep-2020","Just One More","Gumbles 1.76oz",788.97,663
"01-sep-2020","Just One More","Yumyums 2.29oz",835.38,442
"01-sep-2020","Just One More","Zigzags 5.64oz",145.26,54
"01-sep-2020","Just One More","Paramels 33.48oz",2331.12,88
"01-sep-2020","Just One More","Minotaur 3.35oz",955.86,534
"01-sep-2020","Just One More","The Original 10.57oz",1791.41,499
"01-sep-2020","Just One More","Cheeky Caramels 31.72oz",8748.74,506
"01-sep-2020","Just One More","Cerealice 5.64oz",2553.48,492
"01-sep-2020","Just One More","Flair 17.62oz",14522.43,897
"01-sep-2020","Just One More","Twisters 4.23oz",857.01,539
